name,id,frequent_build,winning_build
Ahri, 103, [u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u'Morellonomicon'; u"Luden's Echo"; u"Oracle's Lens (Trinket)"], [u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u'Morellonomicon'; u"Luden's Echo"; u"Oracle's Lens (Trinket)"]
Graves, 104, [u"Berserker's Greaves"; u'Infinity Edge'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Statikk Shiv'; u'The Brutalizer'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Phantom Dancer'; u'The Bloodthirster'; u'Statikk Shiv'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
Fizz, 105, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u"Oracle's Lens (Trinket)"; u"Magus - Stalker's Blade"], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Sweeping Lens (Trinket)']
Volibear, 106, [u'Spirit Visage'; u'Thornmail'; u"Mercury's Treads"; u"Randuin's Omen"; u"Oracle's Lens (Trinket)"; u"Cinderhulk - Skirmisher's Sabre"; u'Righteous Glory'], [u'Ninja Tabi'; u'Spirit Visage'; u'Thornmail'; u'Frozen Heart'; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"]
Rengar, 107, [u'Last Whisper'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u"Banshee's Veil"; u"Mercury's Treads"; u"Youmuu's Ghostblade"; u'Warding Totem (Trinket)'], [u'Infinity Edge'; u'Last Whisper'; u'The Black Cleaver'; u'The Bloodthirster'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u'Warding Totem (Trinket)']
Varus, 110, [u'B. F. Sword'; u"Doran's Blade"; u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u'Warding Totem (Trinket)'], [u'B. F. Sword'; u"Doran's Blade"; u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u'Warding Totem (Trinket)']
Nautilus, 111, [u'Thornmail'; u'Frozen Heart'; u"Mercury's Treads"; u'Locket of the Iron Solari'; u'Greater Vision Totem (Trinket)'; u"Zz'Rot Portal"; u"Cinderhulk - Ranger's Trailblazer"], [u'Ruby Crystal'; u'Health Potion'; u'Frozen Heart'; u"Mercury's Treads"; u"Spectre's Cowl"; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"]
Viktor, 112, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Morellonomicon'; u"Seeker's Armguard"; u'Perfect Hex Core'; u'Warding Totem (Trinket)'], []
Sejuani, 113, [u'Spirit Visage'; u"Warmog's Armor"; u'Frozen Heart'; u'Boots of Mobility'; u'Greater Vision Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory'], [u'Spirit Visage'; u"Warmog's Armor"; u'Frozen Heart'; u'Boots of Mobility'; u'Greater Vision Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory']
Ziggs, 115, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Void Staff'; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)'], []
Lulu, 117, [u"Berserker's Greaves"; u'Thornmail'; u"Warmog's Armor"; u"Runaan's Hurricane (Ranged Only)"; u"Wit's End"; u'Warding Totem (Trinket)'; u'Essence Reaver'], [u'Needlessly Large Rod'; u'Vision Ward'; u'Ruby Sightstone'; u"Frost Queen's Claim"; u'Boots of Mobility'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
Draven, 119, [u'Health Potion'; u"Berserker's Greaves"; u'Infinity Edge'; u'The Bloodthirster'; u'Statikk Shiv'; u"Youmuu's Ghostblade"; u'Scrying Orb (Trinket)'], [u'Health Potion'; u"Berserker's Greaves"; u'Infinity Edge'; u'The Bloodthirster'; u'Statikk Shiv'; u"Youmuu's Ghostblade"; u'Scrying Orb (Trinket)']
Hecarim, 120, [u'Spirit Visage'; u'Thornmail'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u"Oracle's Lens (Trinket)"; u"Cinderhulk - Stalker's Blade"], [u'Spirit Visage'; u'Thornmail'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u"Oracle's Lens (Trinket)"; u"Cinderhulk - Stalker's Blade"]
Khazix, 121, [u'Last Whisper'; u'The Black Cleaver'; u"Banshee's Veil"; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Last Whisper'; u'The Black Cleaver'; u"Banshee's Veil"; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"]
Darius, 122, [u'Spirit Visage'; u'Sunfire Cape'; u'The Black Cleaver'; u"Mercury's Treads"; u"Randuin's Omen"; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)'], [u'Spirit Visage'; u'Sunfire Cape'; u'The Black Cleaver'; u"Mercury's Treads"; u"Randuin's Omen"; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)']
Diana, 131, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Stealth Ward'; u'Lich Bane'; u"Nashor's Tooth"; u'Boots of Mobility'; u"Seeker's Armguard"; u'Sweeping Lens (Trinket)'; u"Magus - Ranger's Trailblazer"]
Quinn, 133, [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Greater Stealth Totem (Trinket)'], [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Greater Stealth Totem (Trinket)']
Syndra, 134, [u'Blasting Wand'; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)']
Zyra, 143, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Gnar, 150, [u'Phage'; u'Ninja Tabi'; u'Spirit Visage'; u'Sunfire Cape'; u"Youmuu's Ghostblade"; u"Randuin's Omen"; u'Warding Totem (Trinket)'], [u'Frozen Mallet'; u'Phage'; u'Thornmail'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)']
Zac, 154, [u'Spirit Visage'; u'Thornmail'; u"Warmog's Armor"; u'Boots of Mobility'; u"Randuin's Omen"; u'Greater Vision Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"], []
Yasuo, 157, [u'Infinity Edge'; u'Last Whisper'; u'Thornmail'; u'Statikk Shiv'; u"Mercury's Treads"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Warding Totem (Trinket)']
Velkoz, 161, [u'Ruby Sightstone'; u"Sorcerer's Shoes"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Athene's Unholy Grail"; u"Oracle's Lens (Trinket)"], [u'Ruby Sightstone'; u"Sorcerer's Shoes"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Athene's Unholy Grail"; u"Oracle's Lens (Trinket)"]
Braum, 201, [u'Chain Vest'; u'Health Potion'; u'Mana Potion'; u'Ruby Sightstone'; u'Ninja Tabi'; u'Warding Totem (Trinket)'; u'Face of the Mountain'], []
Jinx, 222, [u"Berserker's Greaves"; u'Infinity Edge'; u'Phantom Dancer'; u'The Bloodthirster'; u"Wit's End"; u'Blade of the Ruined King'; u'Farsight Orb (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'The Bloodthirster'; u"Banshee's Veil"; u'Greater Stealth Totem (Trinket)']
Lucian, 236, [u"Berserker's Greaves"; u'Infinity Edge'; u'The Bloodthirster'; u'Statikk Shiv'; u"Youmuu's Ghostblade"; u'Bilgewater Cutlass'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Greater Stealth Totem (Trinket)']
Zed, 238, [u'Last Whisper'; u'The Black Cleaver'; u'The Bloodthirster'; u'Boots of Mobility'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Greater Vision Totem (Trinket)'], [u'Last Whisper'; u'The Black Cleaver'; u'The Bloodthirster'; u'Boots of Mobility'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Greater Vision Totem (Trinket)']
Ekko, 245, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u'Lich Bane'; u'Aether Wisp'; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)'], [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)']
Vi, 254, [u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"]
Aatrox, 266, [u'Ninja Tabi'; u'Sunfire Cape'; u'The Bloodthirster'; u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u"Randuin's Omen"; u'Warding Totem (Trinket)'], [u'Ninja Tabi'; u'Sunfire Cape'; u'The Bloodthirster'; u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u"Randuin's Omen"; u'Warding Totem (Trinket)']
Nami, 267, [u'Sightstone'; u'Twin Shadows'; u"Frost Queen's Claim"; u'Boots of Mobility'; u"Athene's Unholy Grail"; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'], []
Azir, 268, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Nashor's Tooth"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Zhonya's Hourglass"; u'Sweeping Lens (Trinket)'], [u"Doran's Ring"; u'Needlessly Large Rod'; u'Stealth Ward'; u'Abyssal Scepter'; u"Sorcerer's Shoes"; u'Morellonomicon'; u'Sweeping Lens (Trinket)']
Thresh, 412, [u"Zeke's Herald"; u'Sunfire Cape'; u'Talisman of Ascension'; u'Frozen Heart'; u'Boots of Mobility'; u"Spectre's Cowl"; u'Warding Totem (Trinket)'], [u"Zeke's Herald"; u'Sunfire Cape'; u'Talisman of Ascension'; u'Frozen Heart'; u'Boots of Mobility'; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
RekSai, 421, [u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'], [u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)']
Kalista, 429, [u"Berserker's Greaves"; u'Last Whisper'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Mercurial Scimitar'; u'Blade of the Ruined King'; u'Scrying Orb (Trinket)'], [u"Berserker's Greaves"; u'Last Whisper'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Mercurial Scimitar'; u'Blade of the Ruined King'; u'Scrying Orb (Trinket)']
Bard, 432, [u'Ruby Sightstone'; u'Frozen Heart'; u'Boots of Mobility'; u'Locket of the Iron Solari'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Face of the Mountain'], [u'Ruby Sightstone'; u'Frozen Heart'; u'Boots of Mobility'; u'Locket of the Iron Solari'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Face of the Mountain']
