name,id,frequent_build,winning_build
KogMaw, 96, [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u'Void Staff'; u"Liandry's Torment"; u"Luden's Echo"; u'Scrying Orb (Trinket)'], [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u'Void Staff'; u"Liandry's Torment"; u"Luden's Echo"; u'Scrying Orb (Trinket)']
Shen, 98, [u'Spirit Visage'; u'Sunfire Cape'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Zz'Rot Portal"; u'Righteous Glory'], [u'Spirit Visage'; u'Sunfire Cape'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Zz'Rot Portal"; u'Righteous Glory']
Lux, 99, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Vision Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Vision Totem (Trinket)']
Xerath, 101, [u"Doran's Ring"; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Doran's Ring"; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
Shyvana, 102, [u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u"Oracle's Lens (Trinket)"; u"Zz'Rot Portal"; u"(Sated) Devourer - Skirmisher's Sabre"], [u'Thornmail'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Sweeping Lens (Trinket)'; u"(Sated) Devourer - Stalker's Blade"]
Ahri, 103, [u"Sorcerer's Shoes"; u'Void Staff'; u'Quicksilver Sash'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u'Elixir of Sorcery'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Morellonomicon'; u"Seeker's Armguard"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Graves, 104, [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u"Spectre's Cowl"; u'Greater Stealth Totem (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u"Spectre's Cowl"; u'Greater Stealth Totem (Trinket)']
Fizz, 105, [u'Glacial Shroud'; u'Trinity Force'; u"Warden's Mail"; u"Banshee's Veil"; u"Mercury's Treads"; u'Blade of the Ruined King'; u"Oracle's Lens (Trinket)"], [u'Glacial Shroud'; u'Trinity Force'; u"Warden's Mail"; u"Banshee's Veil"; u"Mercury's Treads"; u'Blade of the Ruined King'; u"Oracle's Lens (Trinket)"]
Volibear, 106, [u'Spirit Visage'; u"Warmog's Armor"; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"], [u'Spirit Visage'; u"Warmog's Armor"; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"]
Rengar, 107, [u'Phantom Dancer'; u'Phantom Dancer'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Phantom Dancer'; u'Phantom Dancer'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Warrior - Stalker's Blade"]
Varus, 110, [u'Last Whisper'; u'Muramana'; u'The Bloodthirster'; u"Banshee's Veil"; u'The Brutalizer'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Greater Stealth Totem (Trinket)']
Nautilus, 111, [u'Guardian Angel'; u'Rod of Ages'; u"Warmog's Armor"; u"Wit's End"; u"Mercury's Treads"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u'Guardian Angel'; u'Rod of Ages'; u"Warmog's Armor"; u"Wit's End"; u"Mercury's Treads"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
Viktor, 112, [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Perfect Hex Core'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Perfect Hex Core'; u"Luden's Echo"; u'Warding Totem (Trinket)']
Sejuani, 113, [u'Null-Magic Mantle'; u'Sightstone'; u'Talisman of Ascension'; u"Banshee's Veil"; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Boots of Speed'; u'Cloth Armor'; u'Health Potion'; u'Frozen Heart'; u"Liandry's Torment"; u'Warding Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"]
Fiora, 114, [u"Brawler's Gloves"; u'Health Potion'; u'Stealth Ward'; u'Tiamat (Melee Only)'; u"Mercury's Treads"; u'The Brutalizer'; u'Warding Totem (Trinket)'], [u'B. F. Sword'; u'Last Whisper'; u'Phage'; u'The Bloodthirster'; u'Ravenous Hydra (Melee Only)'; u'Greater Vision Totem (Trinket)'; u"(Sated) Devourer - Stalker's Blade"]
Ziggs, 115, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Athene's Unholy Grail"; u"Seeker's Armguard"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Lulu, 117, [u'Needlessly Large Rod'; u'Sightstone'; u'Frostfang'; u'Ionian Boots of Lucidity'; u'Morellonomicon'; u"Seeker's Armguard"; u'Greater Vision Totem (Trinket)'], []
Draven, 119, [u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'Phantom Dancer'; u'The Bloodthirster'; u'Greater Stealth Totem (Trinket)'], [u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'Phantom Dancer'; u'The Bloodthirster'; u'Greater Stealth Totem (Trinket)']
Hecarim, 120, [u'Spirit Visage'; u'The Bloodthirster'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u'Hexdrinker'; u'Warding Totem (Trinket)'], [u'Spirit Visage'; u'The Bloodthirster'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u'Hexdrinker'; u'Warding Totem (Trinket)']
Khazix, 121, [u'Pickaxe'; u'B. F. Sword'; u'Last Whisper'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u'Ionian Boots of Lucidity'; u'Sweeping Lens (Trinket)'], [u'Pickaxe'; u'B. F. Sword'; u'Last Whisper'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u'Ionian Boots of Lucidity'; u'Sweeping Lens (Trinket)']
Darius, 122, [u'Sunfire Cape'; u'Ravenous Hydra (Melee Only)'; u'Trinity Force'; u'Boots of Mobility'; u"Randuin's Omen"; u'Maw of Malmortius'; u'Warding Totem (Trinket)'], []
Diana, 131, [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u"Oracle's Lens (Trinket)"; u"Runeglaive - Stalker's Blade"], [u'Blasting Wand'; u'Needlessly Large Rod'; u'Stealth Ward'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)'; u"Runeglaive - Stalker's Blade"]
Quinn, 133, [u'B. F. Sword'; u"Berserker's Greaves"; u'Infinity Edge'; u'Statikk Shiv'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], []
Syndra, 134, [u"Archangel's Staff"; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)']
Zyra, 143, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Greater Stealth Totem (Trinket)']
Gnar, 150, [u'Frozen Mallet'; u'Sunfire Cape'; u'The Black Cleaver'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'], [u"Giant's Belt"; u'Sunfire Cape'; u'The Black Cleaver'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Warding Totem (Trinket)']
Zac, 154, [u'Abyssal Scepter'; u'Thornmail'; u"Warmog's Armor"; u'Boots of Mobility'; u'Greater Vision Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"; u'Crystalline Bracer'], [u'Abyssal Scepter'; u'Thornmail'; u"Warmog's Armor"; u'Boots of Mobility'; u'Greater Vision Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"; u'Crystalline Bracer']
Yasuo, 157, [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
Velkoz, 161, [u'Ruby Sightstone'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Luden's Echo"; u"Oracle's Lens (Trinket)"], [u'Ruby Sightstone'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Luden's Echo"; u"Oracle's Lens (Trinket)"]
Braum, 201, [u'Sunfire Cape'; u"Banshee's Veil"; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u'Face of the Mountain'; u'Crystalline Bracer'], [u'Sightstone'; u'Catalyst the Protector'; u'Boots of Mobility'; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'; u'Face of the Mountain'; u'Crystalline Bracer']
Jinx, 222, [u'B. F. Sword'; u'Vampiric Scepter'; u"Doran's Blade"; u"Berserker's Greaves"; u'Infinity Edge'; u'Statikk Shiv'; u'Warding Totem (Trinket)'], [u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Stinger'; u'Warding Totem (Trinket)']
TahmKench, 223, [u'Spirit Visage'; u'Sunfire Cape'; u'Thornmail'; u'Boots of Mobility'; u"Randuin's Omen"; u'Locket of the Iron Solari'; u'Warding Totem (Trinket)'], [u'Sightstone'; u'Spirit Visage'; u'Thornmail'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Vision Totem (Trinket)'; u'Face of the Mountain']
Lucian, 236, [u"Doran's Blade"; u'Infinity Edge'; u'Last Whisper'; u'Trinity Force'; u"Youmuu's Ghostblade"; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u'B. F. Sword'; u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'Statikk Shiv'; u"Banshee's Veil"; u'Scrying Orb (Trinket)']
Zed, 238, [u'Last Whisper'; u'Phage'; u'Kindlegem'; u'Boots of Mobility'; u'Mercurial Scimitar'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u'Negatron Cloak'; u'Infinity Edge'; u'Last Whisper'; u"Mercury's Treads"; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Greater Stealth Totem (Trinket)']
Ekko, 245, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Greater Stealth Totem (Trinket)'], [u'Ruby Sightstone'; u'Ninja Tabi'; u'Spirit Visage'; u"Warmog's Armor"; u'Frozen Heart'; u"Oracle's Lens (Trinket)"; u"Cinderhulk - Stalker's Blade"]
Vi, 254, [u'The Black Cleaver'; u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Maw of Malmortius'; u'Warding Totem (Trinket)'], [u'The Black Cleaver'; u'Trinity Force'; u"Banshee's Veil"; u"Mercury's Treads"; u"Randuin's Omen"; u'Maw of Malmortius'; u'Warding Totem (Trinket)']
Aatrox, 266, [u'Guardian Angel'; u'Last Whisper'; u'Boots of Mobility'; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"(Sated) Devourer - Poacher's Knife"], [u'Guardian Angel'; u'Last Whisper'; u'Boots of Mobility'; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"(Sated) Devourer - Poacher's Knife"]
Nami, 267, [u'Sightstone'; u"Warden's Mail"; u'Frostfang'; u'Boots of Mobility'; u"Athene's Unholy Grail"; u'Locket of the Iron Solari'; u"Oracle's Lens (Trinket)"], [u'Amplifying Tome'; u'Sightstone'; u'Talisman of Ascension'; u'Forbidden Idol'; u'Boots of Mobility'; u'Locket of the Iron Solari'; u"Oracle's Lens (Trinket)"]
Azir, 268, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u'Greater Stealth Totem (Trinket)'], [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u'Greater Stealth Totem (Trinket)']
Thresh, 412, [u'Sightstone'; u'Talisman of Ascension'; u"Warmog's Armor"; u"Mercury's Treads"; u"Randuin's Omen"; u"Spectre's Cowl"; u"Oracle's Lens (Trinket)"], [u'Sightstone'; u'Sunfire Cape'; u'Statikk Shiv'; u'Boots of Mobility'; u'Warding Totem (Trinket)'; u'Righteous Glory'; u'Crystalline Bracer']
RekSai, 421, [u'Ninja Tabi'; u'Spirit Visage'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"], [u'Ninja Tabi'; u'Spirit Visage'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"]
Kalista, 429, [u"Berserker's Greaves"; u'Last Whisper'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Quicksilver Sash'; u'Blade of the Ruined King'; u'Greater Stealth Totem (Trinket)'], [u'Dagger'; u"Berserker's Greaves"; u'Last Whisper'; u'The Bloodthirster'; u"Runaan's Hurricane (Ranged Only)"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
