name,id,frequent_build,winning_build
AP Akali, 84, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Rylai's Crystal Scepter"; u'Hextech Gunblade'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Rylai's Crystal Scepter"; u'Hextech Gunblade'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Kennen, 85, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Blade"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Garen, 86, [u'Cloth Armor'; u"Doran's Blade"; u'Health Potion'; u'Last Whisper'; u'Trinity Force'; u"Mercury's Treads"; u"Oracle's Lens (Trinket)"], [u'Cloth Armor'; u"Doran's Blade"; u'Health Potion'; u'Last Whisper'; u'Trinity Force'; u"Mercury's Treads"; u"Oracle's Lens (Trinket)"]
AP Leona, 89, [u"Sorcerer's Shoes"; u'Lich Bane'; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u'Lich Bane'; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
AP Malzahar, 90, [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Warding Totem (Trinket)']
AP Talon, 91, [u"Mejai's Soulstealer"; u'Tiamat (Melee Only)'; u'Boots of Mobility'; u'The Brutalizer'; u'Sword of the Occult'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u"Mejai's Soulstealer"; u'Tiamat (Melee Only)'; u'Boots of Mobility'; u'The Brutalizer'; u'Sword of the Occult'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP KogMaw, 96, [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Liandry's Torment"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Liandry's Torment"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
AP Shen, 98, [u"Giant's Belt"; u'Cloth Armor'; u'Cloth Armor'; u'Spirit Visage'; u'Trinity Force'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Spirit Visage'; u'Sunfire Cape'; u'Thornmail'; u'Trinity Force'; u"Mercury's Treads"; u"Rylai's Crystal Scepter"; u'Warding Totem (Trinket)']
AP Lux, 99, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Xerath, 101, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Shyvana, 102, [u'Ruby Crystal'; u'Null-Magic Mantle'; u"Doran's Blade"; u'Ninja Tabi'; u'Sunfire Cape'; u'Trinity Force'; u'Warding Totem (Trinket)'], [u'Ruby Crystal'; u'Null-Magic Mantle'; u"Doran's Blade"; u'Ninja Tabi'; u'Sunfire Cape'; u'Trinity Force'; u'Warding Totem (Trinket)']
AP Ahri, 103, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Graves, 104, [u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u'Warding Totem (Trinket)'], []
AP Fizz, 105, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Lich Bane'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Lich Bane'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Volibear, 106, [u'Negatron Cloak'; u'Rod of Ages'; u"Mercury's Treads"; u"Rylai's Crystal Scepter"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u'Enchantment: Cinderhulk'], [u'Dagger'; u'Rod of Ages'; u'Phage'; u'Sheen'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'; u'Enchantment: Cinderhulk']
AP Rengar, 107, [u'Fiendish Codex'; u'Fiendish Codex'; u'Fiendish Codex'; u'Fiendish Codex'; u'Fiendish Codex'; u'Fiendish Codex'; u'Warding Totem (Trinket)'], [u"Rabadon's Deathcap"; u'Lich Bane'; u"Rylai's Crystal Scepter"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
AP Varus, 110, [u"Rabadon's Deathcap"; u'Stinger'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u"Rabadon's Deathcap"; u'Stinger'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP Nautilus, 111, [u"Doran's Ring"; u'Health Potion'; u'Glacial Shroud'; u'Rod of Ages'; u'Ninja Tabi'; u"Warden's Mail"; u'Warding Totem (Trinket)'], [u"Giant's Belt"; u"Doran's Ring"; u'Abyssal Scepter'; u'Rod of Ages'; u'Frozen Heart'; u"Mercury's Treads"; u'Greater Stealth Totem (Trinket)']
AP Viktor, 112, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Perfect Hex Core'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Perfect Hex Core'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Sejuani, 113, [u'Abyssal Scepter'; u'Thornmail'; u'Frozen Heart'; u'Boots of Mobility'; u"Liandry's Torment"; u'Sweeping Lens (Trinket)'; u'Enchantment: Cinderhulk'], [u'Abyssal Scepter'; u'Thornmail'; u'Frozen Heart'; u'Boots of Mobility'; u"Liandry's Torment"; u'Sweeping Lens (Trinket)'; u'Enchantment: Cinderhulk']
AP Fiora, 114, [u'Amplifying Tome'; u"Doran's Blade"; u"Doran's Blade"; u'Health Potion'; u"Sorcerer's Shoes"; u"Seeker's Armguard"; u'Warding Totem (Trinket)'], [u'Cloak of Agility'; u'Health Potion'; u'Mana Potion'; u"Berserker's Greaves"; u'Ravenous Hydra (Melee Only)'; u'Trinity Force'; u'Warding Totem (Trinket)']
AP Ziggs, 115, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Lulu, 117, [u"Doran's Ring"; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u"Doran's Ring"; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)']
AP Draven, 119, [u'Ruby Crystal'; u"Doran's Blade"; u"Berserker's Greaves"; u'Last Whisper'; u'Trinity Force'; u'The Brutalizer'; u'Warding Totem (Trinket)'], [u'Ruby Crystal'; u"Doran's Blade"; u"Berserker's Greaves"; u'Last Whisper'; u'Trinity Force'; u'The Brutalizer'; u'Warding Totem (Trinket)']
AP Hecarim, 120, [u"Giant's Belt"; u'Cloth Armor'; u'Cloth Armor'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u'Warding Totem (Trinket)'], [u"Giant's Belt"; u'Cloth Armor'; u'Cloth Armor'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u'Warding Totem (Trinket)']
AP Khazix, 121, [u'Vampiric Scepter'; u'Health Potion'; u'Mana Potion'; u'Tiamat (Melee Only)'; u'Trinity Force'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Long Sword'; u'Pickaxe'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u"Youmuu's Ghostblade"; u'Warding Totem (Trinket)']
AP Darius, 122, [u'Iceborn Gauntlet'; u'Ravenous Hydra (Melee Only)'; u'Trinity Force'; u'Zeal'; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'], [u'Iceborn Gauntlet'; u'Ravenous Hydra (Melee Only)'; u'Trinity Force'; u'Zeal'; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)']
AP Jayce, 126, [u'Long Sword'; u'Pickaxe'; u"Doran's Blade"; u'Muramana'; u'Trinity Force'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u'Pickaxe'; u'Health Potion'; u'Mana Potion'; u'Manamune'; u'Trinity Force'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)']
AP Lissandra, 127, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)']
AP Diana, 131, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Nashor's Tooth"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Quinn, 133, [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u'Lich Bane'; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Scrying Orb (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u'Lich Bane'; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Scrying Orb (Trinket)']
AP Syndra, 134, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Zyra, 143, [u'Sightstone'; u"Sorcerer's Shoes"; u"Frost Queen's Claim"; u'Void Staff'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Oracle's Lens (Trinket)"], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Gnar, 150, [u"Doran's Blade"; u'Health Potion'; u'Sunfire Cape'; u'Trinity Force'; u"Mercury's Treads"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'], [u"Doran's Blade"; u'Health Potion'; u'Sunfire Cape'; u'Trinity Force'; u"Mercury's Treads"; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
AP Zac, 154, [u'Fiendish Codex'; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u'Enchantment: Cinderhulk'], [u'Fiendish Codex'; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u'Enchantment: Cinderhulk']
AP Yasuo, 157, [u"Doran's Blade"; u"Doran's Blade"; u'Health Potion'; u'Ninja Tabi'; u'Trinity Force'; u'Statikk Shiv'; u'Warding Totem (Trinket)'], [u"Doran's Blade"; u'Health Potion'; u'Trinity Force'; u"Mercury's Treads"; u'Bilgewater Cutlass'; u'Hexdrinker'; u'Warding Totem (Trinket)']
AP Velkoz, 161, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Braum, 201, [u'Sightstone'; u"Zeke's Harbinger"; u'Banner of Command'; u"Warden's Mail"; u"Targon's Brace"; u"Mercury's Treads"; u"Oracle's Lens (Trinket)"], [u'Sightstone'; u"Zeke's Harbinger"; u'Banner of Command'; u"Warden's Mail"; u"Targon's Brace"; u"Mercury's Treads"; u"Oracle's Lens (Trinket)"]
AP Jinx, 222, [u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Berserker's Greaves"; u'Warding Totem (Trinket)'], []
AP TahmKench, 223, [u"Warmog's Armor"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u'Iceborn Gauntlet'; u'Sunfire Cape'; u"Warmog's Armor"; u"Rabadon's Deathcap"; u"Rabadon's Deathcap"; u"Mercury's Treads"; u'Warding Totem (Trinket)']
AP Lucian, 236, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Ekko, 245, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Vi, 254, [u"Giant's Belt"; u'Cloth Armor'; u'Cloth Armor'; u'Ninja Tabi'; u'Trinity Force'; u'Warding Totem (Trinket)'; u'Enchantment: Warrior'], [u"Giant's Belt"; u'Cloth Armor'; u'Cloth Armor'; u'Ninja Tabi'; u'Trinity Force'; u'Warding Totem (Trinket)'; u'Enchantment: Warrior']
AP Aatrox, 266, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Nashor's Tooth"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Needlessly Large Rod'; u'Sightstone'; u"Rabadon's Deathcap"; u'Aether Wisp'; u"Nashor's Tooth"; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)']
AP Nami, 267, [u'Total Biscuit of Rejuvenation'; u'Sightstone'; u'Chalice of Harmony'; u"Frost Queen's Claim"; u'Forbidden Idol'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'], [u'Sightstone'; u"Frost Queen's Claim"; u'Aegis of the Legion'; u'Frozen Heart'; u'Boots of Mobility'; u"Athene's Unholy Grail"; u'Sweeping Lens (Trinket)']
AP Azir, 268, [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
AP Thresh, 412, [u'Amplifying Tome'; u'Sightstone'; u'Glacial Shroud'; u'Banner of Command'; u'Boots of Mobility'; u"Oracle's Lens (Trinket)"; u'Face of the Mountain'], [u'Amplifying Tome'; u'Sightstone'; u'Glacial Shroud'; u'Banner of Command'; u'Boots of Mobility'; u"Oracle's Lens (Trinket)"; u'Face of the Mountain']
AP RekSai, 421, [u'Vampiric Scepter'; u"Doran's Blade"; u'Sightstone'; u'Tiamat (Melee Only)'; u'Trinity Force'; u"Mercury's Treads"; u'Sweeping Lens (Trinket)'], [u'Cloth Armor'; u'Cloth Armor'; u'Health Potion'; u'Trinity Force'; u"Mercury's Treads"; u'Greater Stealth Totem (Trinket)'; u'Enchantment: Warrior']
AP Bard, 432, [u'Mana Potion'; u'Total Biscuit of Rejuvenation'; u'Vision Ward'; u'Sightstone'; u"Frost Queen's Claim"; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'], [u'Sunfire Cape'; u"Frost Queen's Claim"; u"Banshee's Veil"; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u'Warding Totem (Trinket)'; u'Crystalline Bracer']
