name,id,frequent_build,winning_build
AP Leona, 89, [u'Rod of Ages'; 'Sunfire Cape'; "Rylai's Crystal Scepter"; 'Boots of Mobility'; "Randuin's Omen"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Rod of Ages'; 'Sunfire Cape'; "Rylai's Crystal Scepter"; 'Boots of Mobility'; "Randuin's Omen"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Malzahar, 90, [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Talon, 91, [u'Long Sword'; 'Crystalline Flask'; 'Trinity Force'; 'Avarice Blade'; 'The Brutalizer'; 'Ionian Boots of Lucidity'; 'Warding Totem (Trinket)'], []
AP Riven, 92, [u'Needlessly Large Rod'; 'Void Staff'; 'Haunting Guise'; 'Ionian Boots of Lucidity'; 'Morellonomicon'; 'Warding Totem (Trinket)'; 'Ardent Censer'], [u'Needlessly Large Rod'; 'Void Staff'; 'Haunting Guise'; 'Ionian Boots of Lucidity'; 'Morellonomicon'; 'Warding Totem (Trinket)'; 'Ardent Censer']
AP KogMaw, 96, [u"Sorcerer's Shoes"; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Farsight Orb (Trinket)'], [u"Sorcerer's Shoes"; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Farsight Orb (Trinket)']
AP Shen, 98, [u'Cloth Armor'; 'Chain Vest'; "Doran's Shield"; 'Ninja Tabi'; 'Sunfire Cape'; 'Trinity Force'; 'Warding Totem (Trinket)'], [u"Rabadon's Deathcap"; 'Lich Bane'; 'Stinger'; "Rylai's Crystal Scepter"; 'Ionian Boots of Lucidity'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Lux, 99, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Xerath, 101, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Shyvana, 102, [u"Rylai's Crystal Scepter"; 'Void Staff'; "Liandry's Torment"; 'Will of the Ancients'; 'Ionian Boots of Lucidity'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Rylai's Crystal Scepter"; 'Void Staff'; "Liandry's Torment"; 'Will of the Ancients'; 'Ionian Boots of Lucidity'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Ahri, 103, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Graves, 104, [u'Abyssal Scepter'; 'Infinity Edge'; 'The Bloodthirster'; 'Statikk Shiv'; "Rabadon's Deathcap"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Abyssal Scepter'; 'Infinity Edge'; 'The Bloodthirster'; 'Statikk Shiv'; "Rabadon's Deathcap"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Fizz, 105, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Volibear, 106, [u'Trinity Force'; "Warmog's Armor"; "Rylai's Crystal Scepter"; 'Boots of Mobility'; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'; 'Crystalline Bracer'], [u'Trinity Force'; "Warmog's Armor"; "Rylai's Crystal Scepter"; 'Boots of Mobility'; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'; 'Crystalline Bracer']
AP Rengar, 107, [u"Rabadon's Deathcap"; 'Aether Wisp'; 'Void Staff'; "Zhonya's Hourglass"; 'Ionian Boots of Lucidity'; "Luden's Echo"; 'Sweeping Lens (Trinket)'], [u"Rabadon's Deathcap"; 'Aether Wisp'; 'Void Staff'; "Zhonya's Hourglass"; 'Ionian Boots of Lucidity'; "Luden's Echo"; 'Sweeping Lens (Trinket)']
AP Varus, 110, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; "Nashor's Tooth"; 'Void Staff'; "Seeker's Armguard"; "Luden's Echo"; 'Greater Vision Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; "Nashor's Tooth"; 'Void Staff'; "Seeker's Armguard"; "Luden's Echo"; 'Greater Vision Totem (Trinket)']
AP Nautilus, 111, [u'Abyssal Scepter'; 'Iceborn Gauntlet'; "Rylai's Crystal Scepter"; 'Boots of Mobility'; "Liandry's Torment"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Abyssal Scepter'; 'Iceborn Gauntlet'; "Rylai's Crystal Scepter"; 'Boots of Mobility'; "Liandry's Torment"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk']
AP Viktor, 112, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Perfect Hex Core'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Perfect Hex Core'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Sejuani, 113, [u'Abyssal Scepter'; 'Frozen Heart'; 'Boots of Mobility'; "Liandry's Torment"; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Abyssal Scepter'; 'Frozen Heart'; 'Boots of Mobility'; "Liandry's Torment"; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk']
AP Fiora, 114, [u'Pickaxe'; 'Vampiric Scepter'; "Doran's Blade"; "Doran's Blade"; 'Trinity Force'; 'Ionian Boots of Lucidity'; 'Warding Totem (Trinket)'], []
AP Ziggs, 115, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Lulu, 117, [u'Mana Potion'; 'Total Biscuit of Rejuvenation'; 'Sightstone'; 'Frostfang'; 'Fiendish Codex'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'], [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Draven, 119, [u"Doran's Blade"; "Doran's Blade"; 'Health Potion'; "Berserker's Greaves"; 'The Bloodthirster'; 'Trinity Force'; 'Scrying Orb (Trinket)'], [u"Doran's Blade"; "Doran's Blade"; 'Health Potion'; "Berserker's Greaves"; 'The Bloodthirster'; 'Trinity Force'; 'Scrying Orb (Trinket)']
AP Hecarim, 120, [u'Ruby Crystal'; 'Null-Magic Mantle'; 'Crystalline Flask'; 'Ninja Tabi'; 'Trinity Force'; 'Frozen Heart'; 'Warding Totem (Trinket)'], [u'Cloth Armor'; 'Health Potion'; 'Crystalline Flask'; 'Spirit Visage'; 'Trinity Force'; "Mercury's Treads"; 'Warding Totem (Trinket)']
AP Khazix, 121, [u'Long Sword'; 'Vampiric Scepter'; 'Stinger'; 'Boots of Mobility'; 'The Brutalizer'; 'Hextech Gunblade'; 'Warding Totem (Trinket)'], []
AP Darius, 122, [u'Health Potion'; 'Mana Potion'; 'Sunfire Cape'; 'Trinity Force'; "Mercury's Treads"; 'Hexdrinker'; 'Warding Totem (Trinket)'], [u'Health Potion'; 'Mana Potion'; 'Sunfire Cape'; 'Trinity Force'; "Mercury's Treads"; 'Hexdrinker'; 'Warding Totem (Trinket)']
AP Lissandra, 127, [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Diana, 131, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Quinn, 133, [u'Boots of Speed'; 'Vampiric Scepter'; 'Health Potion'; 'Mana Potion'; 'Crystalline Flask'; 'Trinity Force'; 'Warding Totem (Trinket)'], []
AP Syndra, 134, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Zyra, 143, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Liandry's Torment"; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Liandry's Torment"; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Gnar, 150, [u'Cloth Armor'; 'Chain Vest'; "Doran's Blade"; 'Ninja Tabi'; 'Trinity Force'; "Randuin's Omen"; 'Warding Totem (Trinket)'], [u'Ruby Crystal'; 'Null-Magic Mantle'; "Doran's Blade"; 'Sunfire Cape'; 'Trinity Force'; "Mercury's Treads"; 'Warding Totem (Trinket)']
AP Zac, 154, [u"Rylai's Crystal Scepter"; 'Boots of Mobility'; "Randuin's Omen"; "Liandry's Torment"; 'Will of the Ancients'; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u"Rylai's Crystal Scepter"; 'Boots of Mobility'; "Randuin's Omen"; "Liandry's Torment"; 'Will of the Ancients'; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk']
AP Yasuo, 157, [u'Boots of Speed'; "Doran's Blade"; 'Health Potion'; 'Stealth Ward'; 'Trinity Force'; 'Statikk Shiv'; 'Sweeping Lens (Trinket)'], [u'Boots of Speed'; "Doran's Blade"; 'Health Potion'; 'Stealth Ward'; 'Trinity Force'; 'Statikk Shiv'; 'Sweeping Lens (Trinket)']
AP Velkoz, 161, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Braum, 201, [u'Amplifying Tome'; 'Ruby Sightstone'; 'Trinity Force'; 'Stinger'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'; 'Face of the Mountain'], [u'Amplifying Tome'; 'Ruby Sightstone'; 'Trinity Force'; 'Stinger'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'; 'Face of the Mountain']
AP Jinx, 222, [u'Needlessly Large Rod'; "Mejai's Soulstealer"; 'Fiendish Codex'; 'Fiendish Codex'; "Seeker's Armguard"; "Seeker's Armguard"; 'Warding Totem (Trinket)'], []
AP Lucian, 236, [u'Pickaxe'; 'B. F. Sword'; 'Vampiric Scepter'; "Doran's Blade"; "Berserker's Greaves"; 'Trinity Force'; 'Warding Totem (Trinket)'], [u'B. F. Sword'; "Doran's Blade"; 'Health Potion'; 'Mana Potion'; "Berserker's Greaves"; 'Trinity Force'; 'Warding Totem (Trinket)']
AP Zed, 238, [u'Boots of Speed'; "Doran's Blade"; 'Health Potion'; 'Ravenous Hydra (Melee Only)'; 'Trinity Force'; 'The Brutalizer'; 'Warding Totem (Trinket)'], [u'Boots of Speed'; "Doran's Blade"; 'Health Potion'; 'Ravenous Hydra (Melee Only)'; 'Trinity Force'; 'The Brutalizer'; 'Warding Totem (Trinket)']
AP Ekko, 245, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Vi, 254, [u"Giant's Belt"; 'Cloth Armor'; 'Cloth Armor'; 'Ninja Tabi'; 'Trinity Force'; 'Warding Totem (Trinket)'; 'Enchantment: Warrior'], [u"Giant's Belt"; 'Health Potion'; 'Ninja Tabi'; 'Trinity Force'; "Warden's Mail"; 'Warding Totem (Trinket)'; 'Enchantment: Warrior']
AP Aatrox, 266, [u"Giant's Belt"; 'Ninja Tabi'; "Warden's Mail"; "Nashor's Tooth"; 'Blade of the Ruined King'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u"Giant's Belt"; 'Ninja Tabi'; "Warden's Mail"; "Nashor's Tooth"; 'Blade of the Ruined King'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Nami, 267, [u'Sightstone'; "Frost Queen's Claim"; 'Fiendish Codex'; 'Aether Wisp'; 'Boots of Mobility'; "Mikael's Crucible"; 'Sweeping Lens (Trinket)'], [u'Sightstone'; "Frost Queen's Claim"; 'Fiendish Codex'; 'Aether Wisp'; 'Boots of Mobility'; "Mikael's Crucible"; 'Sweeping Lens (Trinket)']
AP Azir, 268, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Thresh, 412, [u'Banner of Command'; 'Spirit Visage'; 'Sunfire Cape'; 'Talisman of Ascension'; "Mercury's Treads"; "Rylai's Crystal Scepter"; 'Warding Totem (Trinket)'], [u'Sightstone'; "Mejai's Soulstealer"; 'Boots of Mobility'; 'Morellonomicon'; "Luden's Echo"; 'Ancient Coin'; 'Warding Totem (Trinket)']
AP RekSai, 421, [u'Aether Wisp'; 'Aether Wisp'; 'Aether Wisp'; 'Aether Wisp'; 'Aether Wisp'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'], [u'Fiendish Codex'; "Mercury's Treads"; 'Forbidden Idol'; 'Hexdrinker'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'; 'Enchantment: Warrior']
AP Bard, 432, [u'Mana Potion'; 'Total Biscuit of Rejuvenation'; 'Vision Ward'; 'Sightstone'; "Frost Queen's Claim"; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'], [u'Total Biscuit of Rejuvenation'; 'Sightstone'; 'Chalice of Harmony'; "Frost Queen's Claim"; 'Forbidden Idol'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)']
